index,tag,depth,id,classes,attrs,inner_text_len
325,div,6,,KxwPGc SSwjIe,"{""jscontroller"": ""NzU6V"", ""data-sfe"": ""true"", ""data-sfsw"": ""1200"", ""jsaction"": ""rcuQ6b:npT2md""}",209
326,div,7,,KxwPGc AghGtd,{},35
327,a,8,,pHiOh,"{""href"": ""https://www.google.com/intl/en_us/ads/?subid=ww-ww-et-g-awa-a-g_hpafoot1_1!o2&utm_source=google.com&utm_medium=referral&utm_campaign=google_hpafooter&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://www.google.com/intl/en_us/ads/%3Fsubid%3Dww-ww-et-g-awa-a-g_hpafoot1_1!o2%26utm_source%3Dgoogle.com%26utm_medium%3Dreferral%26utm_campaign%3Dgoogle_hpafooter%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQkdQCCCo&opi=89978449""}",11
328,a,8,,pHiOh,"{""href"": ""https://www.google.com/services/?subid=ww-ww-et-g-awa-a-g_hpbfoot1_1!o2&utm_source=google.com&utm_medium=referral&utm_campaign=google_hpbfooter&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://www.google.com/services/%3Fsubid%3Dww-ww-et-g-awa-a-g_hpbfoot1_1!o2%26utm_source%3Dgoogle.com%26utm_medium%3Dreferral%26utm_campaign%3Dgoogle_hpbfooter%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQktQCCCs&opi=89978449""}",8
329,a,8,,pHiOh,"{""href"": ""https://google.com/search/howsearchworks/?fg=1""}",16
330,div,7,,KxwPGc ssOUyb,{},52
331,a,8,,pHiOh,"{""href"": ""https://ai.google/helpful-tools/?utm_source=googlehpfooter&utm_medium=housepromos&utm_campaign=bottom-footer"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://ai.google/helpful-tools/%3Futm_source%3Dgooglehpfooter%26utm_medium%3Dhousepromos%26utm_campaign%3Dbottom-footer&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQiM8HCCw&opi=89978449""}",52
332,span,9,,ktLKi,{},52
333,div,7,,KxwPGc iTjxkf,{},122
334,a,8,,pHiOh,"{""href"": ""https://policies.google.com/privacy?hl=en&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://policies.google.com/privacy%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ8awCCC0&opi=89978449""}",7
335,a,8,,pHiOh,"{""href"": ""https://policies.google.com/terms?hl=en&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://policies.google.com/terms%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ8qwCCC4&opi=89978449""}",5
336,span,8,,,{},110
337,span,9,,,"{""jscontroller"": ""nabPbb"", ""data-ffp"": ""false"", ""jsaction"": ""KyPa0e:Y0y4c;wjOG7e:gDkf4c;""}",110
338,g-popup,10,,,"{""jsname"": ""V68bde"", ""jscontroller"": ""DPreE"", ""jsaction"": ""A05xBd:IYtByb;EOZ57e:WFrRFb;"", ""jsdata"": ""mVjAjf;_;A11qaqGyEveKkPIPqavG2AI4""}",110
339,div,11,,CcNe6e,"{""jsname"": ""oYxtQd"", ""aria-expanded"": ""false"", ""aria-haspopup"": ""true"", ""role"": ""button"", ""tabindex"": ""0"", ""jsaction"": ""WFrRFb;keydown:uYT2Vb""}",8
340,div,12,,ayzqOc pHiOh,"{""jsname"": ""LgbsSe"", ""aria-controls"": ""_A11qaqGyEveKkPIPqavG2AI_11"", ""aria-haspopup"": ""true""}",8
341,div,11,,UjBGL pkWBse iRQHZe,"{""jsname"": ""V68bde"", ""style"": ""display:none;z-index:200""}",102
342,g-menu,12,,EfFKwc yTik0 PBn44e iQXTJe wplJBd,"{""jsname"": ""xl07Ob"", ""jscontroller"": ""WlNQGd"", ""role"": ""menu"", ""tabindex"": ""-1"", ""jsaction"": ""PSl28c;focus:h06R8;keydown:uYT2Vb;mouseenter:WOQqYb;mouseleave:Tx5Rb;mouseover:IgJl9c""}",102
343,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI5""}",15
344,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",15
345,a,15,,,"{""href"": ""https://www.google.com/preferences?hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://www.google.com/preferences%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQs4gOCDE&opi=89978449""}",15
346,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI5""}",15
347,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",15
348,a,15,,,"{""href"": ""/advanced_search?hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=/advanced_search%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ3ogOCDI&opi=89978449""}",15
349,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI5""}",19
350,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",19
351,a,15,,,"{""href"": ""/history/privacyadvisor/search/unauth?utm_source=googlemenu&fg=1&cctld=com"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=/history/privacyadvisor/search/unauth%3Futm_source%3Dgooglemenu%26fg%3D1%26cctld%3Dcom&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQgoYOCDM&opi=89978449""}",19
352,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI5""}",14
353,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",14
354,a,15,,,"{""href"": ""/history/optout?hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=/history/optout%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4YgOCDQ&opi=89978449""}",14
355,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI5""}",11
356,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",11
357,a,15,,,"{""href"": ""https://support.google.com/websearch/?p=ws_results_help&hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Den%26fg%3D1&ved=0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4IgOCDU&opi=89978449""}",11
358,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI5""}",13
359,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",13
360,span,15,,,"{""jscontroller"": ""nRwWne"", ""data-bucket"": ""websearch"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""jsaction"": ""IevYAd"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4ogOCDY""}",13
361,g-menu-item,13,,EpPYLd GZnQqe LGiluc,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""aria-hidden"": ""true"", ""role"": ""separator"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI6""}",0
362,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;A11qaqGyEveKkPIPqavG2AI5""}",15
363,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",15
364,div,15,YUIDDb,y0fQ9c,"{""data-spl"": ""/setprefs?hl=en&prev=https://www.google.com/?sca_esv%3D4ae5e3414be49368%26output%3Dsearch%26pccc%3D1&sig=0_HzXHNMnjLg-XapUzPa8yyqH1AW8%3D&cs=2"", ""role"": ""menuitem"", ""tabindex"": ""-1""}",15
365,div,16,,tFYjZe,"{""jscontroller"": ""fXO0xe"", ""data-spt"": ""1"", ""role"": ""link"", ""tabindex"": ""0"", ""jsaction"": ""ok5gFc"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQqsEHCDc""}",15
366,div,17,,iOHNLb,{},0
367,span,18,,z1asCe aqvxcd,"{""style"": ""height:20px;line-height:20px;width:20px""}",0
368,svg,19,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""enable-background"": ""new 0 0 24 24"", ""height"": ""24"", ""viewbox"": ""0 0 24 24"", ""width"": ""24""}",0
369,rect,20,,,"{""fill"": ""none"", ""height"": ""24"", ""width"": ""24""}",0
370,path,20,,,"{""d"": ""M12,7c-2.76,0-5,2.24-5,5s2.24,5,5,5s5-2.24,5-5S14.76,7,12,7L12,7z M2,13l2,0c0.55,0,1-0.45,1-1s-0.45-1-1-1l-2,0 c-0.55,0-1,0.45-1,1S1.45,13,2,13z M20,13l2,0c0.55,0,1-0.45,1-1s-0.45-1-1-1l-2,0c-0.55,0-1,0.45-1,1S19.45,13,20,13z M11,2v2 c0,0.55,0.45,1,1,1s1-0.45,1-1V2c0-0.55-0.45-1-1-1S11,1.45,11,2z M11,20v2c0,0.55,0.45,1,1,1s1-0.45,1-1v-2c0-0.55-0.45-1-1-1 C11.45,19,11,19.45,11,20z M5.99,4.58c-0.39-0.39-1.03-0.39-1.41,0c-0.39,0.39-0.39,1.03,0,1.41l1.06,1.06 c0.39,0.39,1.03,0.39,1.41,0s0.39-1.03,0-1.41L5.99,4.58z M18.36,16.95c-0.39-0.39-1.03-0.39-1.41,0c-0.39,0.39-0.39,1.03,0,1.41 l1.06,1.06c0.39,0.39,1.03,0.39,1.41,0c0.39-0.39,0.39-1.03,0-1.41L18.36,16.95z M19.42,5.99c0.39-0.39,0.39-1.03,0-1.41 c-0.39-0.39-1.03-0.39-1.41,0l-1.06,1.06c-0.39,0.39-0.39,1.03,0,1.41s1.03,0.39,1.41,0L19.42,5.99z M7.05,18.36 c0.39-0.39,0.39-1.03,0-1.41c-0.39-0.39-1.03-0.39-1.41,0l-1.06,1.06c-0.39,0.39-0.39,1.03,0,1.41s1.03,0.39,1.41,0L7.05,18.36z""}",0
371,div,6,,,"{""jscontroller"": ""zGLm3b"", ""style"": ""display:none"", ""data-fc"": ""-1"", ""data-pcon"": ""-1"", ""data-pcs"": ""0"", ""jsaction"": ""rcuQ6b:npT2md""}",0
372,div,3,,LSCOAf,{},11
373,div,4,lb,Qe0THe OLKT8d,{},0
374,span,4,,,"{""style"": ""display:none""}",0
375,span,5,,,"{""jscontroller"": ""DhPYme"", ""style"": ""display:none"", ""data-atsd"": ""10"", ""data-db"": ""1"", ""data-mmcnt"": ""100"", ""jsaction"": ""rcuQ6b:npT2md""}",0
376,script,4,,,"{""nonce"": ""BvLJcOA6-KMUoINCrboOLg""}",5918
377,div,4,,,{},11
378,div,5,,gb_Q,{},11
379,script,5,,,"{""async"": """", ""nonce"": ""BvLJcOA6-KMUoINCrboOLg"", ""src"": ""https://www.gstatic.com/og/_/js/k=og.asy.en_US.RO6IN0sZubc.2019.O/rt=j/m=_ac,_awd,ada,lldp,qads,abld/exm=/d=1/ed=1/rs=AA2YrTtz28GDI139UH6WqQMOHIzp8DnPGg""}",0
380,link,5,ogb_ss,,"{""href"": ""https://www.gstatic.com/og/_/ss/k=og.asy.VypeI3zqWbs.L.W.O/m=ll_tdm,adcgm3,ll_fw,abld/excm=/d=1/ed=1/ct=zgms/rs=AA2YrTtCx0MUxqxhS5VIHR3We2eXF9F54Q"", ""nonce"": ""BvLJcOA6-KMUoINCrboOLg"", ""media"": ""print"", ""rel"": ""stylesheet""}",0
381,script,5,,,"{""nonce"": ""BvLJcOA6-KMUoINCrboOLg""}",122
382,div,4,,,"{""style"": ""display:'none'"", ""jscontroller"": ""KHourd"", ""jsdata"": ""C4mkuf;_;A11qaqGyEveKkPIPqavG2AI7"", ""jsaction"": ""rcuQ6b:npT2md"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQuqMJCDg""}",0
383,textarea,3,,csi,"{""name"": ""csi"", ""style"": ""display:none""}",0
384,script,3,,,"{""nonce"": ""BvLJcOA6-KMUoINCrboOLg""}",1423
385,div,3,,,"{""jscontroller"": ""oQfbDd"", ""jsaction"": ""rcuQ6b:npT2md""}",0
386,div,3,,,"{""jscontroller"": ""TDFkye"", ""data-vpload"": """", ""jsaction"": ""rcuQ6b:npT2md""}",0
387,div,3,,,"{""jscontroller"": ""qmjr3"", ""jsaction"": ""rcuQ6b:npT2md""}",0
388,script,3,,,"{""nonce"": ""BvLJcOA6-KMUoINCrboOLg""}",38629
